7.25819073606865e-131,7.24783655225591e-131,7.29676683020682e-131,7.3458072199451e-131,7.2333248475926e-131,7.30997687747032e-131,7.23617831491259e-131,7.25348742951112e-131,7.52592201981215e-131,7.27019140147254e-131
1.98258976848337e-121,1.97870991656411e-121,1.9969381338022e-121,2.01580158344884e-121,1.97330974569829e-121,2.00190123363826e-121,1.97436787514178e-121,1.9808566953969e-121,2.08229546860066e-121,1.9870260341861e-121
2.53697398954069e-167,2.53097514715742e-167,2.55307423486501e-167,2.59821592278242e-167,2.5211386686856e-167,2.56789690352715e-167,2.52301044036971e-167,2.53522589188732e-167,2.64591619039101e-167,2.54451715893939e-167
1.17190946330954e-166,1.16965782928279e-166,1.17773494759942e-166,1.19107712247291e-166,1.16657306428228e-166,1.18249465474821e-166,1.16717235884096e-166,1.1709236978121e-166,1.21222314831521e-166,1.1743977681162e-166
9.51724034598389e-111,9.49293940406861e-111,9.58709412464335e-111,9.72294243867768e-111,9.45987691799312e-111,9.63229775285456e-111,9.46627305073359e-111,9.50661084526632e-111,1.00205754820242e-110,9.5437910609554e-111
8.59848570996251e-132,8.5833190327775e-132,8.63900000771592e-132,8.72836358576982e-132,8.56229648728587e-132,8.67089754651929e-132,8.56641198354901e-132,8.5917415534218e-132,8.89879749153251e-132,8.61568925717096e-132
1.17408708128913e-139,1.17123328553964e-139,1.1818283756332e-139,1.20196870506068e-139,1.16679377171345e-139,1.18840399259568e-139,1.16765068610757e-139,1.17311015975531e-139,1.22837480729917e-139,1.17748151841093e-139
1.64592000908249e-188,1.64330311096058e-188,1.65231346524568e-188,1.66920294823117e-188,1.63949169748485e-188,1.65852445393182e-188,1.64021874927068e-188,1.64489681042432e-188,1.6886361697613e-188,1.64903228796284e-188
2.86023702828514e-165,2.85519629613095e-165,2.87439613506046e-165,2.90897903127163e-165,2.84716478097459e-165,2.88594279340902e-165,2.84872900037726e-165,2.85845107300375e-165,2.95582797522998e-165,2.86652229175318e-165
5.61770648588272e-187,5.60581221972056e-187,5.6492317587499e-187,5.74085329683616e-187,5.58608742275039e-187,5.67934660180464e-187,5.58983392233117e-187,5.61440414066008e-187,5.8216776482159e-187,5.63280509920364e-187
